j,i,slope,thickness,topo,dis_from_border,catchment_area,glacier_mask,mb_catchment,mb_altitude
0,0,0.35981393,,3180.0,576.63336,,0,,
0,1,0.34130433,,3190.0,551.93933,,0,,
0,2,0.34000033,,3197.0,527.91095,,0,,
0,3,0.3499381,,3205.0,504.64343,,0,,
0,4,0.34130433,,3213.0,482.24683,,0,,
0,5,0.3357162,,3222.0,460.84814,,0,,
0,6,0.28296778,,3231.0,438.40622,,0,,
0,7,0.2842019,,3239.0,417.06235,,0,,
0,8,0.5023325,,3249.0,396.9937,,0,,
0,9,0.74615186,,3273.0,378.40323,,0,,
0,10,0.8670701,,3306.0,361.519,,0,,
0,11,0.8858221,,3342.0,346.59055,,0,,
0,12,0.84184295,,3378.0,333.88022,,0,,
0,13,0.7828488,,3410.0,323.6495,,0,,
0,14,0.67393076,,3437.0,316.13922,,0,,
0,15,0.5498532,,3446.0,311.54614,,0,,
0,16,0.5008737,,3437.0,310.0,,0,,
0,17,0.5786047,,3422.0,310.0,,0,,
0,18,0.7202522,,3403.0,310.0,,0,,
0,19,0.8531117,,3378.0,310.0,,0,,
0,20,0.9006266,,3343.0,310.0,,0,,
0,21,0.85782707,,3312.0,311.54614,,0,,
0,22,0.85133696,,3288.0,316.13922,,0,,
0,23,0.8818746,,3264.0,323.6495,,0,,
0,24,0.8587874,,3240.0,333.88022,,0,,
0,25,0.8051434,,3219.0,346.59055,,0,,
0,26,0.773478,,3208.0,361.519,,0,,
0,27,0.78357047,,3196.0,377.1313,,0,,
0,28,0.79181844,,3178.0,373.28943,,0,,
0,29,0.7699069,,3158.0,372.0,,0,,
0,30,0.72760236,,3135.0,372.0,,0,,
0,31,0.65286005,,3113.0,373.28943,,0,,
0,32,0.6254792,,3093.0,377.1313,,0,,
0,33,0.6618358,,3074.0,383.44882,,0,,
0,34,0.6879813,,3050.0,392.12244,,0,,
0,35,0.6525378,,3025.0,403.0,,0,,
0,36,0.57523483,,3003.0,415.90863,,0,,
0,37,0.47963393,,2985.0,430.66577,,0,,
0,38,0.37965283,,2971.0,447.08835,,0,,
0,39,0.34772715,,2961.0,465.0,,0,,
0,40,0.36011666,,2950.0,484.23547,,0,,
0,41,0.37050003,,2938.0,504.64343,,0,,
0,42,0.38439175,,2926.0,526.08746,,0,,
0,43,0.39707944,,2913.0,548.446,,0,,
0,44,0.41071695,,2900.0,569.92804,,0,,
0,45,0.39813253,,2886.0,592.25415,,0,,
0,46,0.36011666,,2874.0,613.7687,,0,,
0,47,0.35244215,,2863.0,636.06683,,0,,
0,48,0.35244215,,2852.0,657.6093,,0,,
0,49,0.36102274,,2841.0,679.88306,,0,,
0,50,0.3461363,,2830.0,701.44995,,0,,
0,51,0.324853,,2821.0,723.7023,,0,,
0,52,0.37396896,,2810.0,745.2905,,0,,
0,53,0.42799616,,2797.0,765.6435,,0,,
0,54,0.4835436,,2782.0,782.4046,,0,,
0,55,0.49570888,,2765.0,800.01624,,0,,
0,56,0.44715467,,2750.0,818.42346,,0,,
0,57,0.422274,,2737.0,837.57385,,0,,
0,58,0.43910244,,2724.0,857.41766,,0,,
0,59,0.47666633,,2709.0,877.9077,,0,,
0,60,0.5308844,,2693.0,899.0,,0,,
0,61,0.5448737,,2674.0,920.653,,0,,
0,62,0.43544874,,2659.0,942.8282,,0,,
0,63,0.3499381,,2650.0,964.49365,,0,,
0,64,0.34000033,,2643.0,986.6575,,0,,
0,65,0.3499381,,2635.0,1008.3343,,0,,
0,66,0.3637226,,2627.0,1030.4878,,0,,
0,67,0.4134651,,2616.0,1052.1749,,0,,
0,68,0.42130885,,2605.0,1074.3188,,0,,
0,69,0.4464923,,2592.0,1096.892,,0,,
0,70,0.4134651,,2580.0,1119.8683,,0,,
0,71,0.39944333,,2570.0,1143.2235,,0,,
0,72,0.40945876,,2561.0,1166.9348,,0,,
0,73,0.42155045,,2552.0,1190.9811,,0,,
0,74,0.42823204,,2544.0,1215.3423,,0,,
0,75,0.42130885,,2537.0,1240.0,,0,,
0,76,0.42130885,,2530.0,1264.9368,,0,,
0,77,0.42823204,,2523.0,1290.1365,,0,,
0,78,0.40844804,,2515.0,1315.5839,,0,,
0,79,0.35244215,,2511.0,1341.265,,0,,
