j,i,slope,thickness,topo,dis_from_border,catchment_area,glacier_mask,mb_catchment,mb_altitude
0,0,0.06567214,,3832.0,480.8326,,0,,
0,1,0.07339733,,3833.0,457.42322,,0,,
0,2,0.06567214,,3835.0,435.41245,,0,,
0,3,0.07339733,,3837.0,415.0229,,0,,
0,4,0.079028666,,3840.0,396.50473,,0,,
0,5,0.06567214,,3842.0,380.13156,,0,,
0,6,0.04408906,,3844.0,366.1912,,0,,
0,7,0.041570555,,3845.0,354.97043,,0,,
0,8,0.0983319,,3846.0,346.73334,,0,,
0,9,0.11435552,,3848.0,341.69577,,0,,
0,10,0.12414187,,3851.0,340.0,,0,,
0,11,0.14601226,,3854.0,340.0,,0,,
0,12,0.16295879,,3859.0,340.0,,0,,
0,13,0.19106619,,3865.0,341.69577,,0,,
0,14,0.18889718,,3872.0,346.73334,,0,,
0,15,0.18391429,,3878.0,354.97043,,0,,
0,16,0.1704576,,3884.0,366.1912,,0,,
0,17,0.1704576,,3889.0,380.13156,,0,,
0,18,0.17703189,,3895.0,396.50473,,0,,
0,19,0.21897212,,3901.0,410.82358,,0,,
0,20,0.3436151,,3910.0,426.01877,,0,,
0,21,0.4187556,,3925.0,443.30576,,0,,
0,22,0.38630712,,3940.0,462.45,,0,,
0,23,0.3436151,,3952.0,483.2308,,0,,
0,24,0.3436151,,3964.0,505.44635,,0,,
0,25,0.34891856,,3976.0,528.9159,,0,,
0,26,0.3691202,,3988.0,553.4799,,0,,
0,27,0.40652692,,4002.0,578.99915,,0,,
0,28,0.4428366,,4017.0,605.3528,,0,,
0,29,0.46433878,,4034.0,632.4366,,0,,
0,30,0.44059408,,4051.0,660.1606,,0,,
0,31,0.40652692,,4066.0,688.4475,,0,,
0,32,0.3926204,,4080.0,717.2308,,0,,
0,33,0.38789925,,4093.0,745.6782,,0,,
0,34,0.3767895,,4104.0,769.33215,,0,,
0,35,0.4211784,,4111.0,793.738,,0,,
0,36,0.47200188,,4116.0,818.8284,,0,,
0,37,0.5564451,,4118.0,844.5425,,0,,
0,38,0.6016926,,4121.0,870.8249,,0,,
0,39,0.64534044,,4126.0,897.62573,,0,,
0,40,0.6616286,,4132.0,924.9,,0,,
0,41,0.6571846,,4136.0,952.60693,,0,,
0,42,0.63440424,,4139.0,980.70996,,0,,
0,43,0.6172075,,4138.0,1009.1759,,0,,
0,44,0.60551965,,4134.0,1034.0696,,0,,
0,45,0.61012816,,4128.0,1058.924,,0,,
0,46,0.60551965,,4122.0,1084.2749,,0,,
0,47,0.5800194,,4118.0,1110.0883,,0,,
0,48,0.5594379,,4115.0,1136.3326,,0,,
0,49,0.5633803,,4111.0,1162.9789,,0,,
0,50,0.60350627,,4106.0,1190.0,,0,,
0,51,0.61962897,,4102.0,1217.371,,0,,
0,52,0.6363989,,4099.0,1224.0,,0,,
0,53,0.6532033,,4097.0,1224.0,,0,,
0,54,0.6532033,,4097.0,1224.0,,0,,
0,55,0.63743806,,4095.0,1224.4722,,0,,
0,56,0.64006597,,4091.0,1225.8875,,0,,
0,57,0.60551965,,4087.0,1228.2427,,0,,
0,58,0.5935504,,4081.0,1231.5323,,0,,
0,59,0.5609226,,4074.0,1235.7491,,0,,
0,60,0.5207284,,4066.0,1240.8835,,0,,
0,61,0.45307347,,4059.0,1246.9242,,0,,
0,62,0.4039724,,4052.0,1253.858,,0,,
0,63,0.35308486,,4046.0,1261.6703,,0,,
0,64,0.33042267,,4040.0,1270.3448,,0,,
0,65,0.30302277,,4034.0,1279.864,,0,,
0,66,0.33070457,,4026.0,1290.2092,,0,,
0,67,0.3703331,,4017.0,1301.3608,,0,,
0,68,0.3132036,,4005.0,1313.2981,,0,,
0,69,0.14886174,,4000.0,1326.0,,0,,
0,70,0.1629588,,4003.0,1335.988,,0,,
0,71,0.15708232,,4005.0,1345.0427,,0,,
0,72,0.1249921,,4007.0,1354.8904,,0,,
0,73,0.118011706,,4008.0,1365.5138,,0,,
0,74,0.14601226,,4008.0,1376.895,,0,,
0,75,0.118011706,,4008.0,1389.0155,,0,,
0,76,0.12067856,,4007.0,1401.856,,0,,
0,77,0.14601226,,4006.0,1415.3967,,0,,
0,78,0.118011706,,4007.0,1429.6182,,0,,
