j,i,slope,thickness,topo,dis_from_border,catchment_area,glacier_mask,mb_catchment,mb_altitude
0,0,0.52118003,,189.0,7088.018,,0,,
0,1,0.35863182,,126.0,6896.376,,0,,
0,2,0.18397385,,94.0,6705.2217,,0,,
0,3,0.14996569,,62.0,6514.599,,0,,
0,4,0.048503146,,47.0,6324.555,,0,,
0,5,0.029253403,,43.0,6135.1445,,0,,
0,6,0.018025804,,36.0,5946.4277,,0,,
0,7,0.016768938,,37.0,5758.472,,0,,
0,8,0.011179874,,39.0,5571.3555,,0,,
0,9,0.011179874,,39.0,5385.165,,0,,
0,10,0.012499349,,37.0,5200.0,,0,,
0,11,0.011179874,,36.0,5015.9746,,0,,
0,12,0.027943576,,41.0,4833.2183,,0,,
0,13,0.025489578,,47.0,4651.8813,,0,,
0,14,0.021210022,,51.0,4472.1357,,0,,
0,15,0.026094843,,53.0,4294.182,,0,,
0,16,0.030404441,,54.0,4118.252,,0,,
0,17,0.025119405,,55.0,3944.6167,,0,,
0,18,0.027943576,,55.0,3773.5925,,0,,
0,19,0.027035048,,60.0,3605.5513,,0,,
0,20,0.012499349,,64.0,3440.9302,,0,,
0,21,0.044969663,,63.0,3280.244,,0,,
0,22,0.032004688,,46.0,3124.0999,,0,,
0,23,0.1598691,,55.0,2973.2139,,0,,
0,24,0.3297163,,110.0,2828.4272,,0,,
0,25,0.5856757,,176.0,2690.7249,,0,,
0,26,0.92548484,,339.0,2561.2498,,0,,
0,27,0.9368897,,654.0,2441.311,,0,,
0,28,0.81923443,,883.0,2332.3809,,0,,
0,29,0.6188798,,976.0,2236.0679,,0,,
0,30,0.6124941,,1008.0,2154.066,,0,,
0,31,0.6118055,,1092.0,2088.0613,,0,,
0,32,0.6311246,,1123.0,2039.6078,,0,,
0,33,0.5894847,,1106.0,2009.9751,,0,,
0,34,0.44401142,,1060.0,2000.0,,0,,
0,35,0.4125543,,1013.0,2000.0,,0,,
0,36,0.38742167,,945.0,2000.0,,0,,
0,37,0.32512984,,917.0,2000.0,,0,,
0,38,0.4138456,,960.0,2009.9751,,0,,
0,39,0.3808362,,980.0,2039.6078,,0,,
0,40,0.508442,,967.0,2088.0613,,0,,
0,41,0.5584267,,944.0,2154.066,,0,,
0,42,0.5703816,,913.0,2236.0679,,0,,
