j,i,slope,thickness,topo,dis_from_border,catchment_area,glacier_mask,mb_catchment,mb_altitude
0,0,0.6227262,,2802.0,1162.9789,,0,,
0,1,0.64925444,,2788.0,1142.4203,,0,,
0,2,0.6793697,,2772.0,1122.515,,0,,
0,3,0.6851427,,2758.0,1103.2987,,0,,
0,4,0.7073707,,2744.0,1080.0018,,0,,
0,5,0.71207833,,2732.0,1050.1543,,0,,
0,6,0.72435385,,2721.0,1020.5665,,0,,
0,7,0.76396626,,2710.0,991.26184,,0,,
0,8,0.75945383,,2701.0,962.26605,,0,,
0,9,0.7721321,,2692.0,933.60803,,0,,
0,10,0.75534797,,2684.0,905.3198,,0,,
0,11,0.7534542,,2676.0,877.4372,,0,,
0,12,0.7499975,,2669.0,850.0,,0,,
0,13,0.72435385,,2663.0,823.05286,,0,,
0,14,0.7932742,,2653.0,796.64545,,0,,
0,15,0.8927905,,2637.0,770.8333,,0,,
0,16,0.865259,,2626.0,745.6782,,0,,
0,17,0.69388604,,2620.0,721.2489,,0,,
0,18,0.5948689,,2618.0,697.6217,,0,,
0,19,0.56823355,,2621.0,674.88074,,0,,
0,20,0.65284663,,2629.0,653.11865,,0,,
0,21,0.7424311,,2641.0,632.4366,,0,,
0,22,0.7714473,,2652.0,612.9437,,0,,
0,23,0.80776906,,2664.0,594.7571,,0,,
0,24,0.8261664,,2683.0,578.0,,0,,
0,25,0.76207596,,2704.0,562.8002,,0,,
0,26,0.6172075,,2719.0,549.2868,,0,,
0,27,0.5317241,,2731.0,537.5872,,0,,
0,28,0.4969325,,2743.0,527.82196,,0,,
0,29,0.5037835,,2755.0,520.1,,0,,
0,30,0.4797926,,2770.0,514.51337,,0,,
0,31,0.42615947,,2779.0,505.44635,,0,,
0,32,0.3604716,,2783.0,495.0475,,0,,
0,33,0.32385027,,2788.0,486.8059,,0,,
0,34,0.35022768,,2794.0,480.8326,,0,,
0,35,0.4657162,,2807.0,457.42322,,0,,
0,36,0.54506755,,2826.0,435.41245,,0,,
0,37,0.5886631,,2847.0,415.0229,,0,,
0,38,0.6714777,,2871.0,396.50473,,0,,
0,39,0.75607735,,2901.0,380.13156,,0,,
0,40,0.78883463,,2935.0,366.1912,,0,,
0,41,0.76373076,,2969.0,354.97043,,0,,
0,42,0.6661723,,2999.0,346.73334,,0,,
0,43,0.5553149,,3020.0,341.69577,,0,,
0,44,0.5356576,,3035.0,340.0,,0,,
0,45,0.57711804,,3047.0,340.0,,0,,
0,46,0.6247065,,3049.0,340.0,,0,,
0,47,0.62823635,,3037.0,340.0,,0,,
0,48,0.58810246,,3023.0,340.0,,0,,
0,49,0.56678617,,3007.0,340.0,,0,,
0,50,0.57851434,,2990.0,341.69577,,0,,
0,51,0.61872333,,2971.0,346.73334,,0,,
0,52,0.61476517,,2952.0,354.97043,,0,,
0,53,0.6351658,,2932.0,366.1912,,0,,
0,54,0.6921134,,2908.0,366.1912,,0,,
0,55,0.7154312,,2881.0,354.97043,,0,,
0,56,0.70882803,,2854.0,346.73334,,0,,
