j,i,slope,thickness,topo,dis_from_border,catchment_area,glacier_mask,mb_catchment,mb_altitude
0,0,0.2981571,,3598.0,1671.4066,,0,,
0,1,0.34715247,,3584.0,1650.818,,0,,
0,2,0.28771073,,3571.0,1632.1765,,0,,
0,3,0.19554976,,3565.0,1615.5494,,0,,
0,4,0.1829608,,3562.0,1600.9996,,0,,
0,5,0.2102822,,3552.0,1588.5842,,0,,
0,6,0.13357091,,3546.0,1574.9286,,0,,
0,7,0.16269673,,3550.0,1557.6906,,0,,
0,8,0.26836622,,3564.0,1542.5952,,0,,
0,9,0.27655035,,3583.0,1529.7058,,0,,
0,10,0.15530825,,3598.0,1519.0786,,0,,
0,11,0.102714896,,3600.0,1510.7614,,0,,
0,12,0.16351841,,3601.0,1504.7924,,0,,
0,13,0.28368437,,3614.0,1501.1995,,0,,
0,14,0.32777148,,3631.0,1500.0,,0,,
0,15,0.32175058,,3647.0,1500.0,,0,,
0,16,0.32547277,,3663.0,1500.0,,0,,
0,17,0.3571421,,3681.0,1500.0,,0,,
0,18,0.41590235,,3702.0,1500.0,,0,,
0,19,0.4208577,,3726.0,1500.0,,0,,
0,20,0.426741,,3749.0,1500.0,,0,,
0,21,0.49122167,,3775.0,1500.0,,0,,
0,22,0.540462,,3810.0,1501.1995,,0,,
0,23,0.4636476,,3846.0,1504.7924,,0,,
0,24,0.6358111,,3870.0,1510.7614,,0,,
0,25,0.9442244,,3934.0,1519.0786,,0,,
0,26,0.9419564,,4035.0,1529.7058,,0,,
0,27,0.7179295,,4098.0,1542.5952,,0,,
0,28,0.89167607,,4136.0,1533.2319,,0,,
0,29,0.9560111,,4180.0,1500.0,,0,,
0,30,0.83930916,,4223.0,1464.7866,,0,,
0,31,0.76412475,,4253.0,1431.2233,,0,,
0,32,0.76600647,,4292.0,1399.4285,,0,,
0,33,0.7448131,,4330.0,1369.5255,,0,,
0,34,0.7349591,,4364.0,1341.6407,,0,,
0,35,0.7331559,,4401.0,1315.9027,,0,,
0,36,0.66460526,,4448.0,1292.4396,,0,,
0,37,0.5431722,,4483.0,1271.3772,,0,,
0,38,0.4585468,,4513.0,1252.8368,,0,,
0,39,0.37383938,,4538.0,1236.9316,,0,,
0,40,0.35177848,,4559.0,1214.9073,,0,,
0,41,0.38788816,,4582.0,1195.4916,,0,,
0,42,0.35966212,,4607.0,1178.813,,0,,
0,43,0.27575645,,4626.0,1164.9893,,0,,
0,44,0.23806836,,4640.0,1154.123,,0,,
0,45,0.23806836,,4654.0,1146.2983,,0,,
0,46,0.21336864,,4668.0,1141.5779,,0,,
0,47,0.18512419,,4678.0,1140.0,,0,,
0,48,0.20730232,,4687.0,1140.0,,0,,
0,49,0.23438714,,4699.0,1141.5779,,0,,
0,50,0.2551871,,4712.0,1146.2983,,0,,
0,51,0.3018451,,4727.0,1154.123,,0,,
0,52,0.35877067,,4748.0,1164.9893,,0,,
0,53,0.41319206,,4772.0,1178.813,,0,,
0,54,0.44051066,,4800.0,1195.4916,,0,,
0,55,0.4269308,,4828.0,1214.9073,,0,,
0,56,0.37605476,,4854.0,1236.9316,,0,,
0,57,0.29949543,,4875.0,1261.4277,,0,,
0,58,0.21397994,,4891.0,1288.2546,,0,,
0,59,0.17761391,,4901.0,1315.9027,,0,,
0,60,0.11961135,,4911.0,1325.4434,,0,,
0,61,0.23712029,,4909.0,1332.2162,,0,,
0,62,0.49041316,,4890.0,1341.6407,,0,,
0,63,0.5976804,,4856.0,1353.6617,,0,,
0,64,0.56142193,,4827.0,1368.2104,,0,,
0,65,0.49076718,,4816.0,1385.2075,,0,,
0,66,0.4672361,,4823.0,1404.564,,0,,
0,67,0.3583645,,4839.0,1426.1837,,0,,
0,68,0.2897517,,4847.0,1449.9656,,0,,
0,69,0.25468808,,4855.0,1475.8048,,0,,
0,70,0.25580928,,4867.0,1503.5957,,0,,
0,71,0.22072601,,4882.0,1533.2319,,0,,
0,72,0.16290258,,4892.0,1564.6085,,0,,
0,73,0.1559562,,4899.0,1597.6233,,0,,
0,74,0.19872607,,4908.0,1632.1765,,0,,
0,75,0.25766528,,4921.0,1668.1726,,0,,
0,76,0.32034034,,4938.0,1705.5205,,0,,
0,77,0.3306836,,4960.0,1744.133,,0,,
0,78,0.32371157,,4979.0,1783.9282,,0,,
0,79,0.32371157,,4999.0,1824.8287,,0,,
0,80,0.30667633,,5018.0,1866.762,,0,,
0,81,0.28554294,,5037.0,1909.6597,,0,,
0,82,0.22365062,,5053.0,1951.6147,,0,,
0,83,0.17228018,,5064.0,1979.0907,,0,,
0,84,0.16453935,,5073.0,1994.4924,,0,,
0,85,0.14452076,,5083.0,2011.5665,,0,,
0,86,0.13382447,,5090.0,2030.2709,,0,,
0,87,0.15246657,,5098.0,2050.5608,,0,,
0,88,0.19214359,,5108.0,2072.39,,0,,
0,89,0.1820511,,5121.0,2030.2709,,0,,
0,90,0.1604138,,5130.0,1980.9089,,0,,
0,91,0.16453935,,5140.0,1932.149,,0,,
0,92,0.14798146,,5149.0,1884.0382,,0,,
0,93,0.13483375,,5156.0,1836.6273,,0,,
0,94,0.1820511,,5160.0,1789.972,,0,,
0,95,0.45300722,,5154.0,1744.133,,0,,
0,96,0.75908947,,5124.0,1699.1763,,0,,
0,97,0.8897325,,5073.0,1655.1737,,0,,
0,98,0.85758686,,5013.0,1612.2035,,0,,
0,99,0.74097806,,4971.0,1570.3502,,0,,
0,100,0.68382466,,4940.0,1529.7058,,0,,
0,101,0.6551361,,4912.0,1490.3691,,0,,
0,102,0.63681436,,4885.0,1452.4462,,0,,
0,103,0.6697198,,4863.0,1416.0509,,0,,
0,104,0.73240983,,4837.0,1381.3037,,0,,
0,105,0.72642887,,4810.0,1348.3323,,0,,
0,106,0.64924884,,4795.0,1317.2699,,0,,
0,107,0.5646085,,4796.0,1288.2546,,0,,
0,108,0.5527475,,4796.0,1261.4277,,0,,
0,109,0.552462,,4798.0,1236.9316,,0,,
0,110,0.611391,,4813.0,1214.9073,,0,,
0,111,0.65748465,,4838.0,1195.4916,,0,,
0,112,0.6773747,,4863.0,1178.813,,0,,
0,113,0.65740013,,4892.0,1164.9893,,0,,
0,114,0.645391,,4928.0,1154.123,,0,,
0,115,0.68341476,,4972.0,1146.2983,,0,,
0,116,0.68328655,,5021.0,1141.5779,,0,,
0,117,0.6887713,,5062.0,1140.0,,0,,
0,118,0.68687946,,5105.0,1140.0,,0,,
0,119,0.6309263,,5149.0,1141.5779,,0,,
0,120,0.4643689,,5184.0,1146.2983,,0,,
0,121,0.5558698,,5192.0,1146.2983,,0,,
0,122,0.68698066,,5175.0,1141.5779,,0,,
0,123,0.67708623,,5157.0,1140.0,,0,,
0,124,0.625671,,5146.0,1141.5779,,0,,
0,125,0.588327,,5146.0,1146.2983,,0,,
0,126,0.55360234,,5149.0,1154.123,,0,,
0,127,0.48571926,,5151.0,1164.9893,,0,,
0,128,0.5126121,,5162.0,1178.813,,0,,
0,129,0.58875877,,5182.0,1195.4916,,0,,
0,130,0.6475311,,5201.0,1201.499,,0,,
0,131,0.73103994,,5211.0,1205.9851,,0,,
0,132,0.8719413,,5260.0,1213.4249,,0,,
0,133,0.87616473,,5325.0,1223.7646,,0,,
0,134,0.7573694,,5377.0,1236.9316,,0,,
0,135,0.66176236,,5399.0,1252.8368,,0,,
0,136,0.62781,,5418.0,1271.3772,,0,,
0,137,0.6398027,,5448.0,1282.6534,,0,,
0,138,0.64210504,,5492.0,1295.222,,0,,
0,139,0.6317927,,5535.0,1310.4198,,0,,
0,140,0.5538868,,5579.0,1328.1566,,0,,
0,141,0.41767287,,5607.0,1348.3323,,0,,
0,142,0.4113927,,5623.0,1370.8391,,0,,
0,143,0.5431722,,5632.0,1395.5645,,0,,
0,144,0.6626211,,5648.0,1422.3923,,0,,
1,0,0.35077614,,3586.0,1615.5494,,0,,
1,1,0.3398369,,3567.0,1594.2396,,0,,
1,2,0.25179592,,3556.0,1574.9286,,0,,
1,3,0.1829608,,3554.0,1557.6906,,0,,
1,4,0.19197153,,3553.0,1542.5952,,0,,
1,5,0.19905716,,3542.0,1529.7058,,0,,
1,6,0.12865357,,3538.0,1517.8933,,0,,
1,7,0.22292355,,3546.0,1500.0,,0,,
1,8,0.30667633,,3564.0,1484.318,,0,,
1,9,0.24615185,,3584.0,1470.9181,,0,,
1,10,0.10137262,,3594.0,1459.863,,0,,
1,11,0.10791249,,3594.0,1451.2064,,0,,
1,12,0.1604138,,3594.0,1444.9913,,0,,
1,13,0.2656499,,3605.0,1441.2495,,0,,
1,14,0.30062202,,3619.0,1440.0,,0,,
1,15,0.31920642,,3635.0,1440.0,,0,,
1,16,0.33578947,,3652.0,1440.0,,0,,
1,17,0.35443273,,3670.0,1440.0,,0,,
1,18,0.40796176,,3688.0,1440.0,,0,,
