j,i,slope,thickness,topo,dis_from_border,catchment_area,glacier_mask,mb_catchment,mb_altitude
0,0,0.41575962,,3087.0,1441.1332,,0,,
0,1,0.42858577,,3105.0,1401.4343,,0,,
0,2,0.4197766,,3126.0,1362.341,,0,,
0,3,0.3918625,,3148.0,1323.9071,,0,,
0,4,0.30993167,,3164.0,1286.1917,,0,,
0,5,0.2934607,,3177.0,1249.2598,,0,,
0,6,0.4048918,,3193.0,1213.183,,0,,
0,7,0.67622256,,3219.0,1178.0399,,0,,
0,8,0.8866036,,3271.0,1143.9165,,0,,
0,9,0.7891187,,3330.0,1110.9069,,0,,
0,10,0.5912044,,3369.0,1079.113,,0,,
0,11,0.5675884,,3392.0,1048.6458,,0,,
0,12,0.6074143,,3417.0,1019.62396,,0,,
0,13,0.55336696,,3436.0,992.1744,,0,,
0,14,0.4110823,,3448.0,966.4311,,0,,
0,15,0.22104943,,3451.0,942.5338,,0,,
0,16,0.12993972,,3447.0,920.6264,,0,,
0,17,0.09380091,,3441.0,900.85406,,0,,
0,18,0.074150644,,3438.0,883.36005,,0,,
0,19,0.101688854,,3434.0,868.2822,,0,,
0,20,0.14749472,,3428.0,855.7482,,0,,
0,21,0.17635532,,3420.0,845.87115,,0,,
0,22,0.19559436,,3411.0,838.7449,,0,,
0,23,0.22541127,,3401.0,834.43994,,0,,
0,24,0.2672542,,3390.0,833.0,,0,,
0,25,0.30092043,,3377.0,834.43994,,0,,
0,26,0.31791025,,3363.0,838.7449,,0,,
0,27,0.3274333,,3349.0,845.87115,,0,,
0,28,0.33766806,,3335.0,855.7482,,0,,
0,29,0.33766806,,3321.0,868.2822,,0,,
0,30,0.32591712,,3307.0,883.36005,,0,,
0,31,0.32591712,,3292.0,900.85406,,0,,
0,32,0.33030277,,3278.0,920.6264,,0,,
0,33,0.35564083,,3265.0,942.5338,,0,,
0,34,0.39824414,,3249.0,966.4311,,0,,
0,35,0.44859678,,3233.0,992.1744,,0,,
0,36,0.4110823,,3224.0,1019.62396,,0,,
0,37,0.37234595,,3218.0,1048.6458,,0,,
0,38,0.33885333,,3211.0,1079.113,,0,,
0,39,0.3296225,,3205.0,1110.9069,,0,,
0,40,0.30259776,,3201.0,1143.9165,,0,,
0,41,0.24726914,,3199.0,1178.0399,,0,,
0,42,0.25582042,,3195.0,1213.183,,0,,
0,43,0.26170218,,3190.0,1247.3363,,0,,
0,44,0.3229969,,3178.0,1282.4528,,0,,
0,45,0.34649125,,3164.0,1318.4552,,0,,
0,46,0.34649125,,3152.0,1355.2731,,0,,
0,47,0.35415858,,3140.0,1392.8417,,0,,
0,48,0.32201594,,3135.0,1431.102,,0,,
0,49,0.29721966,,3127.0,1470.0,,0,,
0,50,0.25034887,,3120.0,1509.4863,,0,,
0,51,0.2201653,,3115.0,1549.5161,,0,,
0,52,0.2451256,,3111.0,1590.0481,,0,,
0,53,0.22280578,,3110.0,1631.045,,0,,
0,54,0.19458011,,3108.0,1666.0,,0,,
0,55,0.2025375,,3103.0,1689.612,,0,,
0,56,0.2201653,,3099.0,1714.2998,,0,,
0,57,0.19458011,,3094.0,1740.0176,,0,,
0,58,0.1646074,,3092.0,1766.7201,,0,,
0,59,0.18597963,,3091.0,1794.3636,,0,,
0,60,0.2344776,,3088.0,1820.9286,,0,,
0,61,0.2672542,,3083.0,1841.2528,,0,,
0,62,0.31518307,,3076.0,1862.6447,,0,,
0,63,0.33607915,,3072.0,1885.0676,,0,,
0,64,0.334079,,3072.0,1908.4855,,0,,
0,65,0.33872193,,3073.0,1932.8622,,0,,
0,66,0.26813686,,3078.0,1958.1616,,0,,
0,67,0.24037147,,3080.0,1984.3488,,0,,
0,68,0.24726914,,3079.0,2011.3888,,0,,
0,69,0.2099283,,3074.0,2039.2479,,0,,
0,70,0.1255536,,3073.0,2067.8928,,0,,
0,71,0.086369105,,3071.0,2097.2915,,0,,
0,72,0.101688854,,3067.0,2127.4128,,0,,
0,73,0.100162245,,3063.0,2158.226,,0,,
0,74,0.101688854,,3058.0,2189.7024,,0,,
0,75,0.09596939,,3055.0,2221.8137,,0,,
0,76,0.073450305,,3053.0,2254.5325,,0,,
0,77,0.08145204,,3051.0,2287.833,,0,,
0,78,0.073450305,,3053.0,2321.6902,,0,,
0,79,0.188368,,3055.0,2344.8433,,0,,
0,80,0.2707642,,3058.0,2336.1235,,0,,
0,81,0.2716332,,3063.0,2328.4023,,0,,
0,82,0.20733938,,3071.0,2321.6902,,0,,
0,83,0.1797183,,3076.0,2315.9954,,0,,
0,84,0.12993972,,3082.0,2311.3254,,0,,
0,85,0.12391849,,3086.0,2307.6868,,0,,
0,86,0.13188308,,3089.0,2305.0842,,0,,
0,87,0.1255536,,3091.0,2303.5212,,0,,
0,88,0.12350618,,3092.0,2303.0,,0,,
0,89,0.14749472,,3093.0,2303.5212,,0,,
0,90,0.1737867,,3096.0,2305.0842,,0,,
0,91,0.17176014,,3103.0,2307.6868,,0,,
0,92,0.17263183,,3111.0,2311.3254,,0,,
0,93,0.16672774,,3119.0,2315.9954,,0,,
0,94,0.14749472,,3127.0,2321.6902,,0,,
0,95,0.12226058,,3133.0,2328.4023,,0,,
0,96,0.14331813,,3136.0,2336.1235,,0,,
0,97,0.16307476,,3143.0,2344.8433,,0,,
1,0,0.39824414,,3075.0,1413.3761,,0,,
1,1,0.447541,,3094.0,1372.8748,,0,,
1,2,0.5667744,,3122.0,1332.9441,,0,,
1,3,0.49095842,,3155.0,1293.6371,,0,,
1,4,0.26813686,,3170.0,1255.0123,,0,,
1,5,0.24057175,,3180.0,1217.1348,,0,,
1,6,0.42971468,,3193.0,1180.0763,,0,,
1,7,0.8059231,,3224.0,1143.9165,,0,,
1,8,0.8582797,,3294.0,1108.7434,,0,,
1,9,0.58646065,,3336.0,1074.6539,,0,,
1,10,0.47347274,,3358.0,1041.7543,,0,,
1,11,0.5300634,,3372.0,1010.1609,,0,,
1,12,0.6157741,,3391.0,980.0,,0,,
1,13,0.5888963,,3410.0,951.4079,,0,,
1,14,0.4782618,,3428.0,924.53015,,0,,
1,15,0.29721966,,3440.0,899.52045,,0,,
1,16,0.12184244,,3443.0,876.53864,,0,,
1,17,0.07952833,,3440.0,855.7482,,0,,
1,18,0.073450305,,3437.0,837.3124,,0,,
1,19,0.0775561,,3434.0,821.38965,,0,,
1,20,0.122260585,,3430.0,808.1287,,0,,
1,21,0.17176016,,3422.0,797.66223,,0,,
1,22,0.17436105,,3413.0,790.10126,,0,,
1,23,0.18192281,,3405.0,785.5298,,0,,
1,24,0.2290447,,3396.0,784.0,,0,,
1,25,0.2718066,,3384.0,785.5298,,0,,
1,26,0.28835416,,3371.0,790.10126,,0,,
1,27,0.30198914,,3358.0,797.66223,,0,,
1,28,0.33030277,,3345.0,808.1287,,0,,
1,29,0.3576042,,3331.0,821.38965,,0,,
1,30,0.35527104,,3315.0,837.3124,,0,,
1,31,0.33030277,,3300.0,855.7482,,0,,
1,32,0.31460506,,3288.0,876.53864,,0,,
1,33,0.34042525,,3276.0,899.52045,,0,,
1,34,0.34725547,,3262.0,924.53015,,0,,
1,35,0.39750725,,3253.0,951.4079,,0,,
1,36,0.40957284,,3244.0,980.0,,0,,
1,37,0.3858788,,3236.0,1010.1609,,0,,
1,38,0.36244965,,3227.0,1041.7543,,0,,
1,39,0.3496609,,3221.0,1074.6539,,0,,
1,40,0.32089007,,3216.0,1108.7434,,0,,
1,41,0.28263858,,3211.0,1143.9165,,0,,
1,42,0.2804793,,3207.0,1178.0399,,0,,
1,43,0.28835416,,3200.0,1213.183,,0,,
1,44,0.32074896,,3188.0,1249.2598,,0,,
1,45,0.32046655,,3176.0,1286.1917,,0,,
1,46,0.30860105,,3165.0,1323.9071,,0,,
1,47,0.32159436,,3156.0,1362.341,,0,,
1,48,0.30198914,,3150.0,1401.4343,,0,,
1,49,0.31007904,,3140.0,1441.1332,,0,,
1,50,0.27318904,,3131.0,1481.3892,,0,,
1,51,0.22541127,,3125.0,1522.158,,0,,
1,52,0.23385812,,3123.0,1563.3995,,0,,
1,53,0.2099283,,3121.0,1599.8331,,0,,
1,54,0.2025375,,3117.0,1622.9285,,0,,
1,55,0.19835413,,3112.0,1647.1582,,0,,
1,56,0.21132548,,3109.0,1672.4728,,0,,
1,57,0.21132548,,3103.0,1698.8237,,0,,
1,58,0.19381553,,3100.0,1726.1637,,0,,
1,59,0.20156185,,3100.0,1754.4464,,0,,
1,60,0.23571098,,3099.0,1776.2078,,0,,
1,61,0.2707642,,3095.0,1797.0378,,0,,
1,62,0.31169462,,3091.0,1818.9497,,0,,
1,63,0.3253635,,3089.0,1841.9047,,0,,
1,64,0.3157597,,3089.0,1865.8644,,0,,
1,65,0.2976854,,3090.0,1890.7905,,0,,
1,66,0.25053987,,3091.0,1916.6455,,0,,
1,67,0.23052184,,3092.0,1943.3921,,0,,
1,68,0.22541127,,3091.0,1970.9941,,0,,
1,69,0.22541127,,3084.0,1999.4161,,0,,
1,70,0.1737867,,3079.0,2028.6237,,0,,
1,71,0.1440231,,3074.0,2058.5833,,0,,
1,72,0.13642909,,3070.0,2089.2625,,0,,
1,73,0.12226058,,3065.0,2120.6304,,0,,
1,74,0.10992907,,3061.0,2152.6565,,0,,
1,75,0.10467349,,3059.0,2185.312,,0,,
1,76,0.09101592,,3056.0,2218.5693,,0,,
1,77,0.091579854,,3055.0,2252.4016,,0,,
1,78,0.1440231,,3056.0,2286.7834,,0,,
1,79,0.24977478,,3064.0,2296.736,,0,,
1,80,0.2804793,,3071.0,2287.833,,0,,
1,81,0.26170218,,3075.0,2279.9485,,0,,
1,82,0.20733938,,3079.0,2273.093,,0,,
1,83,0.1763553,,3083.0,2267.2761,,0,,
1,84,0.15451695,,3086.0,2262.5056,,0,,
1,85,0.15188245,,3091.0,2258.7883,,0,,
1,86,0.12716682,,3095.0,2256.1294,,0,,
1,87,0.11582371,,3097.0,2254.5325,,0,,
1,88,0.1255536,,3098.0,2254.0,,0,,
1,89,0.15054683,,3100.0,2254.5325,,0,,
1,90,0.14953679,,3103.0,2256.1294,,0,,
1,91,0.1440231,,3107.0,2258.7883,,0,,
1,92,0.16307476,,3114.0,2262.5056,,0,,
1,93,0.16732827,,3121.0,2267.2761,,0,,
1,94,0.17263183,,3129.0,2273.093,,0,,
1,95,0.14082134,,3137.0,2279.9485,,0,,
1,96,0.12391849,,3141.0,2287.833,,0,,
1,97,0.13605633,,3147.0,2296.736,,0,,
2,0,0.57874763,,3071.0,1386.7952,,0,,
2,1,0.64627504,,3103.0,1345.494,,0,,
2,2,0.6770501,,3139.0,1304.7256,,0,,
2,3,0.44515103,,3169.0,1264.5419,,0,,
2,4,0.16338253,,3174.0,1225.0,,0,,
2,5,0.2824732,,3184.0,1186.1644,,0,,
2,6,0.49179032,,3202.0,1148.1067,,0,,
2,7,0.7332864,,3234.0,1110.9069,,0,,
2,8,0.74225485,,3289.0,1074.6539,,0,,
2,9,0.6118737,,3318.0,1039.447,,0,,
2,10,0.5783565,,3334.0,1005.39594,,0,,
2,11,0.5856441,,3345.0,972.62225,,0,,
2,12,0.67408305,,3359.0,941.2593,,0,,
2,13,0.66494316,,3382.0,911.4527,,0,,
2,14,0.57639265,,3407.0,883.36005,,0,,
2,15,0.4223908,,3425.0,857.1499,,0,,
2,16,0.237344,,3435.0,833.0,,0,,
2,17,0.11223413,,3436.0,811.0943,,0,,
2,18,0.10467349,,3434.0,791.6192,,0,,
2,19,0.115823716,,3431.0,774.75806,,0,,
2,20,0.1440231,,3427.0,760.6846,,0,,
2,21,0.14118086,,3420.0,749.55585,,0,,
2,22,0.13188308,,3414.0,741.5046,,0,,
2,23,0.15320572,,3407.0,736.63153,,0,,
2,24,0.19381553,,3399.0,735.0,,0,,
2,25,0.23571098,,3388.0,736.63153,,0,,
2,26,0.24688101,,3376.0,741.5046,,0,,
2,27,0.24688101,,3365.0,749.55585,,0,,
2,28,0.28964123,,3355.0,760.6846,,0,,
2,29,0.35564083,,3342.0,774.75806,,0,,
2,30,0.36814958,,3326.0,791.6192,,0,,
2,31,0.35918874,,3312.0,811.0943,,0,,
2,32,0.33340877,,3299.0,833.0,,0,,
2,33,0.32702067,,3288.0,857.1499,,0,,
2,34,0.3274333,,3276.0,883.36005,,0,,
2,35,0.33885333,,3270.0,911.4527,,0,,
2,36,0.3741901,,3263.0,941.2593,,0,,
2,37,0.38188964,,3254.0,972.62225,,0,,
2,38,0.386867,,3245.0,1005.39594,,0,,
2,39,0.38065895,,3239.0,1039.447,,0,,
2,40,0.35564083,,3232.0,1074.6539,,0,,
2,41,0.33246747,,3226.0,1108.7434,,0,,
2,42,0.31748164,,3221.0,1143.9165,,0,,
2,43,0.32159433,,3212.0,1180.0763,,0,,
2,44,0.33990237,,3200.0,1217.1348,,0,,
2,45,0.32702067,,3187.0,1255.0123,,0,,
2,46,0.28964123,,3176.0,1293.6371,,0,,
2,47,0.28114587,,3169.0,1332.9441,,0,,
2,48,0.26170218,,3161.0,1372.8748,,0,,
2,49,0.28230768,,3152.0,1413.3761,,0,,
2,50,0.27846807,,3143.0,1454.4005,,0,,
2,51,0.24688101,,3136.0,1495.905,,0,,
2,52,0.2099283,,3134.0,1533.9426,,0,,
2,53,0.19835413,,3130.0,1556.4733,,0,,
2,54,0.21132548,,3126.0,1580.2025,,0,,
2,55,0.20733938,,3121.0,1605.0773,,0,,
2,56,0.19835413,,3118.0,1631.045,,0,,
2,57,0.22214901,,3113.0,1658.0546,,0,,
2,58,0.23136108,,3111.0,1686.0558,,0,,
2,59,0.23052184,,3111.0,1711.4965,,0,,
2,60,0.25053987,,3111.0,1731.7185,,0,,
2,61,0.2902821,,3109.0,1753.0773,,0,,
2,62,0.30874926,,3107.0,1775.5317,,0,,
2,63,0.29845962,,3105.0,1799.0409,,0,,
2,64,0.26954192,,3104.0,1823.5638,,0,,
2,65,0.23073198,,3103.0,1849.0603,,0,,
2,66,0.22082877,,3103.0,1875.4906,,0,,
2,67,0.20350799,,3103.0,1902.8158,,0,,
2,68,0.19860291,,3100.0,1930.9979,,0,,
2,69,0.2228058,,3093.0,1960.0,,0,,
2,70,0.2120202,,3087.0,1989.7861,,0,,
2,71,0.20710225,,3082.0,2020.3218,,0,,
2,72,0.19559436,,3077.0,2051.5732,,0,,
2,73,0.18192281,,3071.0,2083.5085,,0,,
2,74,0.16732827,,3067.0,2116.0967,,0,,
2,75,0.13605633,,3064.0,2149.3079,,0,,
2,76,0.12836288,,3061.0,2183.1135,,0,,
2,77,0.14507382,,3060.0,2217.4868,,0,,
2,78,0.24977478,,3064.0,2252.4016,,0,,
2,79,0.31575972,,3075.0,2248.6677,,0,,
2,80,0.29675302,,3084.0,2239.5735,,0,,
2,81,0.26583463,,3088.0,2231.5183,,0,,
2,82,0.23385812,,3090.0,2224.5137,,0,,
2,83,0.20733939,,3092.0,2218.5693,,0,,
2,84,0.2099283,,3095.0,2213.694,,0,,
2,85,0.16941202,,3098.0,2209.8945,,0,,
2,86,0.11887261,,3100.0,2207.1768,,0,,
2,87,0.100162245,,3102.0,2205.5444,,0,,
2,88,0.13188308,,3104.0,2205.0,,0,,
2,89,0.14118086,,3107.0,2205.5444,,0,,
2,90,0.13188308,,3109.0,2207.1768,,0,,
2,91,0.15054683,,3112.0,2209.8945,,0,,
2,92,0.1797183,,3119.0,2213.694,,0,,
2,93,0.1797183,,3126.0,2218.5693,,0,,
2,94,0.1682247,,3133.0,2224.5137,,0,,
2,95,0.11359398,,3140.0,2231.5183,,0,,
2,96,0.100162245,,3143.0,2239.5735,,0,,
2,97,0.12350618,,3149.0,2248.6677,,0,,
3,0,0.7716212,,3077.0,1361.4595,,0,,
3,1,0.7540949,,3123.0,1319.3654,,0,,
3,2,0.5955549,,3165.0,1277.7637,,0,,
3,3,0.22883278,,3186.0,1236.7041,,0,,
3,4,0.0102037275,,3176.0,1196.2424,,0,,
3,5,0.36208928,,3185.0,1156.4415,,0,,
3,6,0.5367313,,3209.0,1117.372,,0,,
3,7,0.5421725,,3239.0,1079.113,,0,,
3,8,0.6788151,,3262.0,1041.7543,,0,,
3,9,0.68785095,,3284.0,1005.39594,,0,,
3,10,0.63769925,,3300.0,970.1505,,0,,
3,11,0.6108777,,3312.0,936.1437,,0,,
3,12,0.6770502,,3322.0,903.5154,,0,,
3,13,0.74302435,,3350.0,872.4202,,0,,
3,14,0.6927977,,3381.0,843.0279,,0,,
3,15,0.55042404,,3406.0,815.5225,,0,,
3,16,0.39666262,,3422.0,790.10126,,0,,
3,17,0.24726914,,3429.0,766.9713,,0,,
3,18,0.18597963,,3428.0,746.34576,,0,,
3,19,0.16732827,,3425.0,728.4374,,0,,
3,20,0.15451695,,3421.0,713.45074,,0,,
3,21,0.114937186,,3417.0,701.57324,,0,,
3,22,0.11359398,,3413.0,692.96466,,0,,
3,23,0.14507382,,3407.0,687.7478,,0,,
3,24,0.18192281,,3399.0,686.0,,0,,
3,25,0.19253387,,3389.0,687.7478,,0,,
3,26,0.19458011,,3380.0,692.96466,,0,,
3,27,0.2037498,,3371.0,701.57324,,0,,
3,28,0.22862066,,3363.0,713.45074,,0,,
