j,i,slope,thickness,topo,dis_from_border,catchment_area,glacier_mask,mb_catchment,mb_altitude
0,0,0.06075277,,1715.0,13701.095,,0,,
0,1,0.05143275,,1703.0,13591.174,,0,,
0,2,0.04240098,,1697.0,13483.323,,0,,
0,3,0.039031416,,1691.0,13377.593,,0,,
0,4,0.022356953,,1685.0,13274.035,,0,,
0,5,0.012499349,,1683.0,13172.699,,0,,
0,6,0.016768938,,1682.0,13073.638,,0,,
0,7,0.020152915,,1680.0,12976.902,,0,,
0,8,0.030404441,,1675.0,12882.546,,0,,
0,9,0.03534062,,1668.0,12790.621,,0,,
0,10,0.03534062,,1661.0,12701.181,,0,,
0,11,0.0360399,,1654.0,12614.277,,0,,
0,12,0.032004688,,1649.0,12529.964,,0,,
0,13,0.021210022,,1646.0,12448.293,,0,,
0,14,0.041207716,,1643.0,12369.316,,0,,
0,15,0.059928153,,1630.0,12293.088,,0,,
0,16,0.05020715,,1619.0,12219.656,,0,,
0,17,0.03287052,,1610.0,12149.074,,0,,
0,18,0.017498214,,1606.0,12081.391,,0,,
0,19,0.01581007,,1603.0,12016.655,,0,,
0,20,0.022496205,,1600.0,11954.915,,0,,
0,21,0.0521542,,1594.0,11896.218,,0,,
0,22,0.09484606,,1580.0,11840.608,,0,,
0,23,0.12523788,,1556.0,11788.13,,0,,
0,24,0.10016245,,1530.0,11738.824,,0,,
0,25,0.0650999,,1516.0,11692.732,,0,,
0,26,0.06355391,,1508.0,11649.893,,0,,
0,27,0.06552807,,1498.0,11610.34,,0,,
0,28,0.057436757,,1483.0,11574.109,,0,,
0,29,0.02749307,,1475.0,11541.23,,0,,
0,30,0.014141193,,1472.0,11511.733,,0,,
0,31,0.011179874,,1471.0,11485.644,,0,,
0,32,0.018025804,,1470.0,11462.984,,0,,
0,33,0.027943576,,1465.0,11443.775,,0,,
0,34,0.03781383,,1459.0,11428.036,,0,,
0,35,0.0403668,,1450.0,11415.778,,0,,
0,36,0.026569111,,1444.0,11407.016,,0,,
0,37,0.01581007,,1443.0,11401.754,,0,,
0,38,0.016768938,,1442.0,11400.0,,0,,
0,39,0.018025804,,1440.0,11401.754,,0,,
0,40,0.018025804,,1438.0,11407.016,,0,,
0,41,0.016006444,,1436.0,11415.778,,0,,
0,42,0.018025804,,1433.0,11428.036,,0,,
0,43,0.018025804,,1430.0,11443.775,,0,,
0,44,0.019523144,,1427.0,11462.984,,0,,
0,45,0.018025804,,1425.0,11485.644,,0,,
0,46,0.016768938,,1423.0,11511.733,,0,,
0,47,0.011179874,,1422.0,11541.23,,0,,
0,48,0.011179874,,1421.0,11574.109,,0,,
0,49,0.015205735,,1420.0,11610.34,,0,,
