j,i,slope,thickness,topo,dis_from_border,catchment_area,glacier_mask,mb_catchment,mb_altitude
0,0,0.41450688,,5354.0,604.6693,,0,,
0,1,0.38222504,,5365.0,583.0952,,0,,
0,2,0.32983887,,5374.0,561.8051,,0,,
0,3,0.2730087,,5382.0,540.8327,,0,,
0,4,0.17809294,,5388.0,520.2163,,0,,
0,5,0.09966865,,5391.0,500.0,,0,,
0,6,0.12582289,,5393.0,480.2343,,0,,
0,7,0.21216476,,5397.0,460.97723,,0,,
0,8,0.21998797,,5403.0,442.29514,,0,,
0,9,0.21216476,,5408.0,424.26407,,0,,
0,10,0.22914161,,5413.0,406.97052,,0,,
0,11,0.21305,,5418.0,388.90872,,0,,
0,12,0.20948386,,5422.0,371.65173,,0,,
0,13,0.22914161,,5425.0,355.31677,,0,,
0,14,0.21998799,,5428.0,340.03677,,0,,
0,15,0.2012011,,5430.0,325.9601,,0,,
0,16,0.17701314,,5430.0,313.2491,,0,,
0,17,0.28082162,,5426.0,302.07614,,0,,
0,18,0.37572286,,5418.0,292.6175,,0,,
0,19,0.42053434,,5409.0,285.04385,,0,,
0,20,0.46492475,,5398.0,279.50848,,0,,
0,21,0.48342833,,5386.0,269.25824,,0,,
0,22,0.5052758,,5373.0,261.00766,,0,,
0,23,0.5129249,,5359.0,254.95097,,0,,
0,24,0.5129249,,5346.0,251.24689,,0,,
0,25,0.5337248,,5332.0,250.0,,0,,
0,26,0.52037656,,5319.0,250.0,,0,,
0,27,0.49398398,,5307.0,250.0,,0,,
0,28,0.45055154,,5296.0,250.0,,0,,
0,29,0.43541235,,5286.0,250.0,,0,,
0,30,0.45055154,,5275.0,251.24689,,0,,
0,31,0.45421338,,5265.0,254.95097,,0,,
0,32,0.46107608,,5255.0,261.00766,,0,,
0,33,0.45978156,,5246.0,269.25824,,0,,
0,34,0.43822587,,5238.0,279.50848,,0,,
0,35,0.41791332,,5231.0,291.5476,,0,,
0,36,0.42825317,,5225.0,305.16388,,0,,
0,37,0.44377023,,5220.0,320.15622,,0,,
